measurement,valid,zero_ct,flip_poly_u,flip_msg_v,random_ct,boundary_coeff
4788,20000,19000,20000,20000,20000,19000
4789,20000,19000,20000,20000,20000,19000
4790,20000,19000,20000,20000,20000,19000
4791,20000,19000,20000,20000,20000,19000
4792,20000,19000,20000,20000,20000,19000
4793,20000,19000,20000,20000,20000,19000
4794,20000,19000,20000,20000,20000,19000
4795,20000,19000,20000,20000,20000,19000
4796,20000,19000,20000,20000,20000,19000
4797,20000,19000,20000,20000,20000,19000
4798,20000,19000,20000,20000,20000,19000
4799,20000,19000,20000,20000,20000,19000
4800,20000,19000,20000,20000,20000,19000
4801,20000,19000,20000,20000,20000,19000
4802,20000,19000,20000,20000,20000,19000
4803,20000,19000,20000,20000,20000,19000
4804,20000,19000,20000,20000,20000,19000
4805,20000,19000,20000,20000,20000,19000
4806,20000,19000,20000,20000,20000,19000
4807,20000,19000,20000,20000,20000,19000
4808,20000,19000,20000,20000,20000,19000
4809,20000,19000,20000,20000,20000,19000
4810,20000,19000,20000,20000,20000,19000
4811,20000,19000,20000,20000,20000,19000
4812,20000,19000,20000,20000,20000,19000
4813,20000,19000,20000,20000,20000,19000
4814,20000,19000,20000,20000,20000,19000
4815,20000,19000,20000,20000,20000,19000
4816,20000,19000,20000,20000,20000,19000
4817,20000,19000,20000,20000,20000,19000
4818,20000,19000,20000,20000,20000,19000
4819,20000,19000,20000,20000,20000,19000
4820,20000,19000,20000,20000,20000,19000
4821,20000,19000,20000,20000,20000,19000
4822,20000,19000,20000,20000,20000,19000
4823,20000,19000,20000,20000,20000,19000
4824,20000,19000,20000,20000,20000,19000
4825,20000,19000,20000,20000,20000,19000
4826,20000,19000,20000,20000,20000,19000
4827,20000,19000,20000,20000,20000,19000
4828,20000,19000,20000,20000,20000,19000
4829,20000,19000,20000,20000,20000,19000
4830,20000,19000,20000,20000,20000,19000
4831,20000,19000,20000,20000,20000,19000
4832,20000,19000,20000,20000,20000,19000
4833,20000,19000,20000,20000,20000,19000
4834,20000,19000,20000,20000,20000,19000
4835,20000,19000,20000,20000,20000,19000
4836,20000,19000,20000,20000,20000,19000
4837,20000,19000,20000,20000,20000,19000
4838,20000,19000,20000,20000,20000,19000
4839,20000,19000,20000,20000,20000,19000
4840,20000,19000,20000,20000,20000,19000
4841,20000,19000,20000,20000,20000,19000
4842,20000,19000,20000,20000,20000,19000
4843,20000,19000,20000,20000,20000,19000
4844,20000,19000,20000,20000,20000,19000
4845,20000,19000,20000,20000,20000,19000
4846,20000,19000,20000,20000,20000,19000
4847,20000,19000,20000,20000,20000,19000
4848,20000,19000,20000,20000,20000,19000
4849,20000,19000,20000,20000,20000,19000
4850,20000,19000,20000,20000,20000,19000
4851,20000,19000,20000,20000,20000,19000
4852,20000,19000,20000,20000,20000,19000
4853,20000,19000,20000,20000,20000,19000
4854,20000,19000,20000,20000,20000,19000
4855,20000,19000,20000,20000,20000,19000
4856,20000,19000,20000,20000,20000,19000
4857,20000,19000,20000,20000,20000,19000
4858,20000,19000,20000,20000,20000,19000
4859,20000,19000,20000,20000,20000,19000
4860,20000,19000,20000,20000,20000,19000
4861,20000,19000,20000,20000,20000,19000
4862,20000,19000,20000,20000,20000,19000
4863,20000,19000,20000,20000,20000,19000
4864,20000,19000,20000,20000,20000,19000
4865,20000,19000,20000,20000,20000,19000
4866,20000,19000,20000,20000,20000,19000
4867,20000,19000,20000,20000,20000,19000
4868,20000,19000,20000,20000,20000,19000
4869,20000,19000,20000,20000,20000,19000
4870,20000,19000,20000,20000,20000,19000
4871,20000,19000,20000,20000,20000,19000
4872,20000,19000,20000,20000,20000,19000
4873,20000,19000,20000,20000,20000,19000
4874,20000,19000,20000,20000,20000,19000
4875,20000,19000,20000,20000,20000,19000
4876,20000,19000,20000,20000,20000,19000
4877,20000,19000,20000,20000,20000,19000
4878,20000,19000,20000,20000,20000,19000
4879,20000,19000,20000,20000,20000,19000
4880,20000,19000,20000,20000,20000,19000
4881,20000,19000,20000,20000,20000,19000
4882,20000,19000,20000,20000,20000,19000
4883,20000,19000,20000,20000,20000,19000
4884,20000,19000,20000,20000,20000,19000
4885,20000,19000,20000,20000,20000,19000
4886,20000,19000,20000,20000,20000,19000
4887,20000,19000,20000,20000,20000,19000
4888,20000,19000,20000,20000,20000,19000
4889,20000,19000,20000,20000,20000,19000
4890,20000,19000,20000,20000,20000,19000
4891,20000,19000,20000,20000,20000,19000
4892,20000,19000,20000,20000,20000,19000
4893,20000,19000,20000,20000,20000,19000
4894,20000,19000,20000,20000,20000,19000
4895,20000,19000,20000,20000,20000,19000
4896,20000,19000,20000,20000,20000,19000
4897,20000,19000,20000,20000,20000,19000
4898,20000,19000,20000,20000,20000,19000
4899,20000,19000,20000,20000,20000,19000
4900,20000,19000,20000,20000,20000,19000
4901,20000,19000,20000,20000,20000,19000
4902,20000,19000,20000,20000,20000,19000
4903,20000,19000,20000,20000,20000,19000
4904,20000,19000,20000,20000,20000,19000
4905,20000,19000,20000,20000,20000,19000
4906,20000,19000,20000,20000,20000,19000
4907,20000,19000,20000,20000,20000,19000
4908,20000,19000,20000,20000,20000,19000
4909,20000,19000,20000,20000,20000,19000
4910,20000,19000,20000,20000,20000,19000
4911,20000,19000,20000,20000,20000,19000
4912,20000,19000,20000,20000,20000,19000
4913,20000,19000,20000,20000,20000,19000
4914,20000,19000,20000,20000,20000,19000
4915,20000,19000,20000,20000,20000,19000
4916,20000,19000,20000,20000,20000,19000
4917,20000,19000,20000,20000,20000,19000
4918,20000,19000,20000,20000,20000,19000
4919,20000,19000,20000,20000,20000,19000
4920,20000,19000,20000,20000,20000,19000
4921,20000,19000,20000,20000,20000,19000
4922,20000,19000,20000,20000,20000,19000
4923,20000,19000,20000,20000,20000,19000
4924,20000,19000,20000,20000,20000,19000
4925,20000,19000,20000,20000,20000,19000
4926,20000,19000,20000,20000,20000,19000
4927,20000,19000,20000,20000,20000,19000
4928,20000,19000,20000,20000,20000,19000
4929,20000,19000,20000,20000,20000,19000
4930,20000,19000,20000,20000,20000,19000
4931,20000,19000,20000,20000,20000,19000
4932,20000,19000,20000,20000,20000,19000
4933,20000,19000,20000,20000,20000,19000
4934,20000,19000,20000,20000,20000,19000
4935,20000,19000,20000,20000,20000,19000
4936,20000,19000,20000,20000,20000,19000
4937,20000,19000,20000,20000,20000,19000
4938,20000,19000,20000,20000,20000,19000
4939,20000,19000,20000,20000,20000,19000
4940,20000,19000,20000,20000,20000,19000
4941,20000,19000,20000,20000,20000,19000
4942,20000,19000,20000,20000,20000,19000
4943,20000,19000,20000,20000,20000,19000
4944,20000,19000,20000,20000,20000,19000
4945,20000,19000,20000,20000,20000,19000
4946,20000,19000,20000,20000,20000,19000
4947,20000,19000,20000,20000,20000,19000
4948,20000,19000,20000,20000,20000,19000
4949,20000,19000,20000,20000,20000,19000
4950,20000,19000,20000,20000,20000,19000
4951,20000,19000,20000,20000,20000,19000
4952,20000,19000,20000,20000,20000,19000
4953,20000,19000,20000,20000,20000,19000
4954,20000,19000,20000,20000,20000,19000
4955,20000,19000,20000,20000,20000,19000
4956,20000,19000,20000,20000,20000,19000
4957,20000,19000,20000,20000,20000,19000
4958,20000,19000,20000,20000,20000,19000
4959,20000,19000,20000,20000,20000,19000
4960,20000,19000,20000,20000,20000,19000
4961,20000,19000,20000,20000,20000,19000
4962,20000,19000,20000,20000,20000,19000
4963,20000,19000,20000,20000,20000,19000
4964,20000,19000,20000,20000,20000,19000
4965,20000,19000,20000,20000,20000,19000
4966,20000,19000,20000,20000,20000,19000
4967,20000,19000,20000,20000,20000,19000
4968,20000,19000,20000,20000,20000,19000
4969,20000,19000,20000,20000,20000,19000
4970,20000,19000,20000,20000,20000,19000
4971,20000,19000,20000,20000,20000,19000
4972,20000,19000,20000,20000,20000,19000
4973,20000,19000,20000,20000,20000,19000
4974,20000,19000,20000,20000,20000,19000
4975,20000,19000,20000,20000,20000,19000
4976,20000,19000,20000,20000,20000,19000
4977,20000,19000,20000,20000,20000,19000
4978,20000,19000,20000,20000,20000,19000
4979,20000,19000,20000,20000,20000,19000
4980,20000,19000,20000,20000,20000,19000
4981,20000,19000,20000,20000,20000,19000
4982,20000,19000,20000,20000,20000,19000
4983,20000,19000,20000,20000,20000,19000
4984,20000,19000,20000,20000,20000,19000
4985,20000,19000,20000,20000,20000,19000
4986,20000,19000,20000,20000,20000,19000
4987,20000,19000,20000,20000,20000,19000
4988,20000,19000,20000,20000,20000,19000
4989,20000,19000,20000,20000,20000,19000
4990,20000,19000,20000,20000,20000,19000
4991,20000,19000,20000,20000,20000,19000
4992,20000,19000,20000,20000,20000,19000
4993,20000,19000,20000,20000,20000,19000
4994,20000,19000,20000,20000,20000,19000
4995,20000,19000,20000,20000,20000,19000
4996,20000,19000,20000,20000,20000,19000
4997,20000,19000,20000,20000,20000,19000
4998,20000,19000,20000,20000,20000,19000
4999,20000,19000,20000,20000,20000,19000
5000,20000,19000,20000,20000,20000,19000
5001,20000,19000,20000,20000,20000,19000
5002,20000,19000,20000,20000,20000,19000
5003,20000,19000,20000,20000,20000,19000
5004,20000,19000,20000,20000,20000,19000
5005,20000,19000,20000,20000,20000,19000
5006,20000,19000,20000,20000,20000,19000
5007,20000,19000,20000,20000,20000,19000
5008,20000,19000,20000,20000,20000,19000
5009,20000,19000,20000,20000,20000,19000
5010,20000,19000,20000,20000,20000,19000
5011,20000,19000,20000,20000,20000,19000
5012,20000,19000,20000,20000,20000,19000
5013,20000,19000,20000,20000,20000,19000
5014,20000,19000,20000,20000,20000,19000
5015,20000,19000,20000,20000,20000,19000
5016,20000,19000,20000,20000,20000,19000
5017,20000,19000,20000,20000,20000,19000
5018,20000,19000,20000,20000,20000,19000
5019,20000,19000,20000,20000,20000,19000
5020,20000,19000,20000,20000,20000,19000
5021,20000,19000,20000,20000,20000,19000
5022,20000,19000,20000,20000,20000,19000
5023,20000,19000,20000,20000,20000,19000
5024,20000,19000,20000,20000,20000,19000
5025,20000,19000,20000,20000,20000,19000
5026,20000,19000,20000,20000,20000,19000
5027,20000,19000,20000,20000,20000,19000
5028,20000,19000,20000,20000,20000,19000
5029,20000,19000,20000,20000,20000,19000
5030,20000,19000,20000,20000,20000,19000
5031,20000,19000,20000,20000,20000,19000
5032,20000,19000,20000,20000,20000,19000
5033,20000,19000,20000,20000,20000,19000
5034,20000,19000,20000,20000,20000,19000
5035,20000,19000,20000,20000,20000,19000
5036,20000,19000,20000,20000,20000,19000
5037,20000,19000,20000,20000,20000,19000
5038,20000,19000,20000,20000,20000,19000
5039,20000,19000,20000,20000,20000,19000
5040,20000,19000,20000,20000,20000,19000
5041,20000,19000,20000,20000,20000,19000
5042,20000,19000,20000,20000,20000,19000
5043,20000,19000,20000,20000,20000,19000
5044,20000,19000,20000,20000,20000,19000
5045,20000,19000,20000,20000,20000,19000
5046,20000,19000,20000,20000,20000,19000
5047,20000,19000,20000,20000,20000,19000
5048,20000,19000,20000,20000,20000,19000
5049,20000,19000,20000,20000,20000,19000
5050,20000,19000,20000,20000,20000,19000
5051,20000,19000,20000,20000,20000,19000
5052,20000,19000,20000,20000,20000,19000
5053,20000,19000,20000,20000,20000,19000
5054,20000,19000,20000,20000,20000,19000
5055,20000,19000,20000,20000,20000,19000
5056,20000,19000,20000,20000,20000,19000
5057,20000,19000,20000,20000,20000,19000
5058,20000,19000,20000,20000,20000,19000
5059,20000,19000,20000,20000,20000,19000
5060,20000,19000,20000,20000,20000,19000
5061,20000,19000,20000,20000,20000,19000
5062,20000,19000,20000,20000,20000,19000
5063,20000,19000,20000,20000,20000,19000
5064,20000,19000,20000,20000,20000,19000
5065,20000,19000,20000,20000,20000,19000
5066,20000,19000,20000,20000,20000,19000
5067,20000,19000,20000,20000,20000,19000
5068,20000,19000,20000,20000,20000,19000
5069,20000,19000,20000,20000,20000,19000
5070,20000,19000,20000,20000,20000,19000
5071,20000,19000,20000,20000,20000,19000
5072,20000,19000,20000,20000,20000,19000
5073,20000,19000,20000,20000,20000,19000
5074,20000,19000,20000,20000,20000,19000
5075,20000,19000,20000,20000,20000,19000
5076,20000,19000,20000,20000,20000,19000
5077,20000,19000,20000,20000,20000,19000
5078,20000,19000,20000,20000,20000,19000
5079,20000,19000,20000,20000,20000,19000
5080,20000,19000,20000,20000,20000,19000
5081,20000,19000,20000,20000,20000,19000
5082,20000,19000,20000,20000,20000,19000
5083,20000,19000,20000,20000,20000,19000
5084,20000,19000,20000,20000,20000,19000
5085,20000,19000,20000,20000,20000,19000
5086,20000,19000,20000,20000,20000,19000
5087,20000,19000,20000,20000,20000,19000
5088,20000,19000,20000,20000,20000,19000
5089,20000,19000,20000,20000,20000,19000
5090,20000,19000,20000,20000,20000,19000
5091,20000,19000,20000,20000,20000,19000
5092,20000,19000,20000,20000,20000,19000
5093,20000,19000,20000,20000,20000,19000
5094,20000,19000,20000,20000,20000,19000
5095,20000,19000,20000,20000,20000,19000
5096,20000,19000,20000,20000,20000,19000
5097,20000,19000,20000,20000,20000,19000
5098,20000,19000,20000,20000,20000,19000
5099,20000,19000,20000,20000,20000,19000
5100,20000,19000,20000,20000,20000,19000
5101,20000,19000,20000,20000,20000,19000
5102,20000,19000,20000,20000,20000,19000
5103,20000,19000,20000,20000,20000,19000
5104,20000,19000,20000,20000,20000,19000
5105,20000,19000,20000,20000,20000,19000
5106,20000,19000,20000,20000,20000,19000
5107,20000,19000,20000,20000,20000,19000
5108,20000,19000,20000,20000,20000,19000
5109,20000,19000,20000,20000,20000,19000
5110,20000,19000,20000,20000,20000,19000
5111,20000,19000,20000,20000,20000,19000
5112,20000,19000,20000,20000,20000,19000
5113,20000,19000,20000,20000,20000,19000
5114,20000,19000,20000,20000,20000,19000
5115,20000,19000,20000,20000,20000,19000
5116,20000,19000,20000,20000,20000,19000
5117,20000,19000,20000,20000,20000,19000
5118,20000,19000,20000,20000,20000,19000
5119,20000,19000,20000,20000,20000,19000
5120,20000,19000,20000,20000,20000,19000
5121,20000,19000,20000,20000,20000,19000
5122,20000,19000,20000,20000,20000,19000
5123,20000,19000,20000,20000,20000,19000
5124,20000,19000,20000,20000,20000,19000
5125,20000,19000,20000,20000,20000,19000
5126,20000,19000,20000,20000,20000,19000
5127,20000,19000,20000,20000,20000,19000
5128,20000,19000,20000,20000,20000,19000
5129,20000,19000,20000,20000,20000,19000
5130,20000,19000,20000,20000,20000,19000
5131,20000,19000,20000,20000,20000,19000
5132,20000,19000,20000,20000,20000,19000
5133,20000,19000,20000,20000,20000,19000
5134,20000,19000,20000,20000,20000,19000
5135,20000,19000,20000,20000,20000,19000
5136,20000,19000,20000,20000,20000,19000
5137,20000,19000,20000,20000,20000,19000
5138,20000,19000,20000,20000,20000,19000
5139,20000,19000,20000,20000,20000,19000
5140,20000,19000,20000,20000,20000,19000
5141,20000,19000,20000,20000,20000,19000
5142,20000,19000,20000,20000,20000,19000
5143,20000,19000,20000,20000,20000,19000
5144,20000,19000,20000,20000,20000,19000
5145,20000,19000,20000,20000,20000,19000
5146,20000,19000,20000,20000,20000,19000
5147,20000,19000,20000,20000,20000,19000
5148,20000,19000,20000,20000,20000,19000
5149,20000,19000,20000,20000,20000,19000
5150,20000,19000,20000,20000,20000,19000
5151,20000,19000,20000,20000,20000,19000
5152,20000,19000,20000,20000,20000,19000
5153,20000,19000,20000,20000,20000,19000
5154,20000,19000,20000,20000,20000,19000
5155,20000,19000,20000,20000,20000,19000
5156,20000,19000,20000,20000,20000,19000
5157,20000,19000,20000,20000,20000,19000
5158,20000,19000,20000,20000,20000,19000
5159,20000,19000,20000,20000,20000,19000
5160,20000,19000,20000,20000,20000,19000
5161,20000,19000,20000,20000,20000,19000
5162,20000,19000,20000,20000,20000,19000
5163,20000,19000,20000,20000,20000,19000
5164,20000,19000,20000,20000,20000,19000
5165,20000,19000,20000,20000,20000,19000
5166,20000,19000,20000,20000,20000,19000
5167,20000,19000,20000,20000,20000,19000
5168,20000,19000,20000,20000,20000,19000
5169,20000,19000,20000,20000,20000,19000
5170,20000,19000,20000,20000,20000,19000
5171,20000,19000,20000,20000,20000,19000
5172,20000,19000,20000,20000,20000,19000
5173,20000,19000,20000,20000,20000,19000
5174,20000,19000,20000,20000,20000,19000
5175,20000,19000,20000,20000,20000,19000
5176,20000,19000,20000,20000,20000,19000
5177,20000,19000,20000,20000,20000,19000
5178,20000,19000,20000,20000,20000,19000
5179,20000,19000,20000,20000,20000,19000
5180,20000,19000,20000,20000,20000,19000
5181,20000,19000,20000,20000,20000,19000
5182,20000,19000,20000,20000,20000,19000
5183,20000,19000,20000,20000,20000,19000
5184,20000,19000,20000,20000,20000,19000
5185,20000,19000,20000,20000,20000,19000
5186,20000,19000,20000,20000,20000,19000
5187,20000,19000,20000,20000,20000,19000
5188,20000,19000,20000,20000,20000,19000
5189,20000,19000,20000,20000,20000,19000
5190,20000,19000,20000,20000,20000,19000
5191,20000,19000,20000,20000,20000,19000
5192,20000,19000,20000,20000,20000,19000
5193,20000,19000,20000,20000,20000,19000
5194,20000,19000,20000,20000,20000,19000
5195,20000,19000,20000,20000,20000,19000
5196,20000,19000,20000,20000,20000,19000
5197,20000,19000,20000,20000,20000,20000
5198,20000,19000,20000,20000,20000,20000
5199,20000,19000,20000,20000,20000,20000
5200,20000,19000,20000,20000,20000,20000
5201,20000,19000,20000,20000,20000,20000
5202,20000,19000,20000,20000,20000,20000
5203,20000,19000,20000,20000,20000,20000
5204,20000,19000,20000,20000,20000,20000
5205,20000,19000,20000,20000,20000,20000
5206,20000,19000,20000,20000,20000,20000
5207,20000,19000,20000,20000,20000,20000
5208,20000,19000,20000,20000,20000,20000
5209,20000,19000,20000,20000,20000,20000
5210,20000,19000,20000,20000,20000,20000
5211,20000,19000,20000,20000,20000,20000
5212,20000,19000,20000,20000,20000,20000
5213,20000,19000,20000,20000,20000,20000
5214,20000,19000,20000,20000,20000,20000
5215,20000,19000,20000,20000,20000,20000
5216,20000,19000,20000,20000,20000,20000
5217,20000,19000,20000,20000,20000,20000
5218,20000,20000,20000,20000,20000,20000
5219,20000,20000,20000,20000,20000,20000
5220,20000,20000,20000,20000,20000,20000
5221,20000,20000,20000,20000,20000,20000
5222,20000,20000,20000,20000,20000,20000
5223,20000,20000,20000,20000,20000,20000
5224,20000,20000,20000,20000,20000,20000
5225,20000,20000,20000,20000,20000,20000
5226,20000,20000,20000,20000,20000,20000
5227,20000,20000,20000,20000,20000,20000
5228,20000,20000,20000,20000,20000,20000
5229,20000,20000,20000,20000,20000,20000
5230,20000,20000,20000,20000,20000,20000
5231,20000,20000,20000,20000,20000,20000
5232,20000,20000,20000,20000,20000,20000
5233,20000,20000,20000,20000,20000,20000
5234,20000,20000,20000,20000,20000,20000
5235,20000,20000,20000,20000,20000,20000
5236,20000,20000,20000,20000,20000,20000
5237,20000,20000,20000,20000,20000,20000
5238,20000,20000,20000,20000,20000,20000
5239,20000,20000,20000,20000,20000,20000
5240,20000,20000,20000,20000,20000,20000
5241,20000,20000,20000,20000,20000,20000
5242,20000,20000,20000,20000,20000,20000
5243,20000,20000,20000,20000,20000,20000
5244,20000,20000,20000,20000,20000,20000
5245,20000,20000,20000,20000,20000,20000
5246,20000,20000,20000,20000,20000,20000
5247,20000,20000,20000,20000,20000,20000
5248,20000,20000,20000,20000,20000,20000
5249,20000,20000,20000,20000,20000,20000
5250,20000,20000,20000,20000,20000,20000
5251,20000,20000,20000,20000,20000,20000
5252,20000,20000,20000,20000,20000,20000
5253,20000,20000,20000,20000,20000,20000
5254,20000,20000,20000,20000,20000,20000
5255,20000,20000,20000,20000,20000,20000
5256,20000,20000,20000,20000,20000,20000
5257,20000,20000,20000,20000,20000,20000
5258,20000,20000,20000,20000,20000,20000
5259,20000,20000,20000,20000,20000,20000
5260,20000,20000,20000,20000,20000,20000
5261,20000,20000,20000,20000,20000,20000
5262,20000,20000,20000,20000,20000,20000
5263,20000,20000,20000,20000,20000,20000
5264,20000,20000,20000,20000,20000,20000
5265,20000,20000,20000,20000,20000,20000
5266,20000,20000,20000,20000,20000,20000
5267,20000,20000,20000,20000,20000,20000
5268,20000,20000,20000,20000,20000,20000
5269,20000,20000,20000,20000,20000,20000
5270,20000,20000,20000,20000,20000,20000
5271,20000,20000,20000,20000,20000,20000
5272,20000,20000,20000,20000,20000,20000
5273,20000,20000,20000,20000,20000,20000
5274,20000,20000,20000,20000,20000,20000
5275,20000,20000,20000,20000,20000,20000
5276,20000,20000,20000,20000,20000,20000
5277,20000,20000,20000,20000,20000,20000
5278,20000,20000,20000,20000,20000,20000
5279,20000,20000,20000,20000,20000,20000
5280,20000,20000,20000,20000,20000,20000
5281,20000,20000,20000,20000,20000,20000
5282,20000,20000,20000,20000,20000,20000
5283,20000,20000,20000,20000,20000,20000
5284,20000,20000,20000,20000,20000,20000
5285,20000,20000,20000,20000,20000,20000
5286,20000,20000,20000,20000,20000,20000
5287,20000,20000,20000,20000,20000,20000
5288,20000,20000,20000,20000,20000,20000
5289,20000,20000,20000,20000,20000,20000
5290,20000,20000,20000,20000,20000,20000
5291,20000,20000,20000,20000,20000,20000
5292,20000,20000,20000,20000,20000,20000
5293,20000,20000,20000,20000,20000,20000
5294,20000,20000,20000,20000,20000,20000
5295,20000,20000,20000,20000,20000,20000
5296,20000,20000,20000,20000,20000,20000
5297,20000,20000,20000,20000,20000,20000
5298,20000,20000,20000,20000,20000,20000
5299,20000,20000,20000,20000,20000,20000
5300,20000,20000,20000,20000,20000,20000
5301,20000,20000,20000,20000,20000,20000
5302,20000,20000,20000,20000,20000,20000
5303,20000,20000,20000,20000,20000,20000
5304,20000,20000,20000,20000,20000,20000
5305,20000,20000,20000,20000,20000,20000
5306,20000,20000,20000,20000,20000,20000
5307,20000,20000,20000,20000,20000,20000
5308,20000,20000,20000,20000,20000,20000
5309,20000,20000,20000,20000,20000,20000
5310,20000,20000,20000,20000,20000,20000
5311,20000,20000,20000,20000,20000,20000
5312,20000,20000,20000,20000,20000,20000
5313,20000,20000,20000,20000,20000,20000
5314,20000,20000,20000,20000,20000,20000
5315,20000,20000,20000,20000,20000,20000
5316,20000,20000,20000,20000,20000,20000
5317,20000,20000,20000,20000,20000,20000
5318,20000,20000,20000,20000,20000,20000
5319,20000,20000,20000,20000,20000,20000
5320,20000,20000,20000,20000,20000,20000
5321,20000,20000,20000,20000,20000,20000
5322,20000,20000,20000,20000,20000,20000
5323,20000,20000,20000,20000,20000,20000
5324,20000,20000,20000,20000,20000,20000
5325,20000,20000,20000,20000,20000,20000
5326,20000,20000,20000,20000,20000,20000
5327,20000,20000,20000,20000,20000,20000
5328,20000,20000,20000,20000,20000,20000
5329,20000,20000,20000,20000,20000,20000
5330,20000,20000,20000,20000,20000,20000
5331,20000,20000,20000,20000,20000,20000
5332,20000,20000,20000,20000,20000,20000
5333,20000,20000,20000,20000,20000,20000
5334,20000,20000,20000,20000,20000,20000
5335,20000,20000,20000,20000,20000,20000
5336,20000,20000,20000,20000,20000,20000
5337,20000,20000,20000,20000,20000,20000
5338,20000,20000,20000,20000,20000,20000
5339,20000,20000,20000,20000,20000,20000
5340,20000,20000,20000,20000,20000,20000
5341,20000,20000,20000,20000,20000,20000
5342,20000,20000,20000,20000,20000,20000
5343,20000,20000,20000,20000,20000,20000
5344,20000,20000,20000,20000,20000,20000
5345,20000,20000,20000,20000,20000,20000
5346,20000,20000,20000,20000,20000,20000
5347,20000,20000,20000,20000,20000,20000
5348,20000,20000,20000,20000,20000,20000
5349,20000,20000,20000,20000,20000,20000
5350,20000,20000,20000,20000,20000,20000
5351,20000,20000,20000,20000,20000,20000
5352,20000,20000,20000,20000,20000,20000
5353,20000,20000,20000,20000,20000,20000
5354,20000,20000,20000,20000,20000,20000
5355,20000,20000,20000,20000,20000,20000
5356,20000,20000,20000,20000,20000,20000
5357,20000,20000,20000,20000,20000,20000
5358,20000,20000,20000,20000,20000,20000
5359,20000,20000,20000,20000,20000,20000
5360,20000,20000,20000,20000,20000,20000
5361,20000,20000,20000,20000,20000,20000
5362,20000,20000,20000,20000,20000,20000
5363,20000,20000,20000,20000,20000,20000
5364,20000,20000,20000,20000,20000,20000
5365,20000,20000,20000,20000,20000,20000
5366,20000,20000,20000,20000,20000,20000
5367,20000,20000,20000,20000,20000,20000
5368,20000,20000,20000,20000,20000,20000
5369,20000,20000,20000,20000,20000,20000
5370,20000,20000,20000,20000,20000,20000
5371,20000,20000,20000,20000,20000,20000
5372,20000,20000,20000,20000,20000,20000
5373,20000,20000,20000,20000,20000,20000
5374,20000,20000,20000,20000,20000,20000
5375,20000,20000,20000,20000,20000,20000
5376,20000,20000,20000,20000,20000,20000
5377,20000,20000,20000,20000,20000,20000
5378,20000,20000,20000,20000,20000,20000
5379,20000,20000,20000,20000,20000,20000
5380,20000,20000,20000,20000,20000,20000
5381,20000,20000,20000,20000,20000,20000
5382,20000,20000,20000,20000,20000,20000
5383,20000,20000,20000,20000,20000,20000
5384,20000,20000,20000,20000,20000,20000
5385,20000,20000,20000,20000,20000,20000
5386,20000,20000,20000,20000,20000,20000
5387,20000,20000,20000,20000,20000,20000
5388,20000,20000,20000,20000,20000,20000
5389,20000,20000,20000,20000,20000,20000
5390,20000,20000,20000,20000,20000,20000
5391,20000,20000,20000,20000,20000,20000
5392,20000,20000,20000,20000,20000,20000
5393,20000,20000,20000,20000,20000,20000
5394,20000,20000,20000,20000,20000,20000
5395,20000,20000,20000,20000,20000,20000
5396,20000,20000,20000,20000,20000,20000
5397,20000,20000,20000,20000,20000,20000
5398,20000,20000,20000,20000,20000,20000
5399,20000,20000,20000,20000,20000,20000
5400,20000,20000,20000,20000,20000,20000
5401,20000,20000,20000,20000,20000,20000
5402,20000,20000,20000,20000,20000,20000
5403,20000,20000,20000,20000,20000,20000
5404,20000,20000,20000,20000,20000,20000
5405,20000,20000,20000,20000,20000,20000
5406,20000,20000,20000,20000,20000,20000
5407,20000,20000,20000,20000,20000,20000
5408,20000,20000,20000,20000,20000,20000
5409,20000,20000,20000,20000,20000,20000
5410,20000,20000,20000,20000,20000,20000
5411,20000,20000,20000,20000,20000,20000
5412,20000,20000,20000,20000,20000,20000
5413,20000,20000,20000,20000,20000,20000
5414,20000,20000,20000,20000,20000,20000
5415,20000,20000,20000,20000,20000,20000
5416,20000,20000,20000,20000,20000,20000
5417,20000,20000,20000,20000,20000,20000
5418,20000,20000,20000,20000,20000,20000
5419,20000,20000,20000,20000,20000,20000
5420,20000,20000,20000,20000,20000,20000
5421,20000,20000,20000,20000,20000,20000
5422,20000,20000,20000,20000,20000,20000
5423,20000,20000,20000,20000,20000,20000
5424,20000,20000,20000,20000,20000,20000
5425,20000,20000,20000,20000,20000,20000
5426,20000,20000,20000,20000,20000,20000
5427,20000,20000,20000,20000,20000,20000
5428,20000,20000,20000,20000,20000,20000
5429,20000,20000,20000,20000,20000,20000
5430,20000,20000,20000,20000,20000,20000
5431,20000,20000,20000,20000,20000,20000
5432,20000,20000,20000,20000,20000,20000
5433,20000,20000,20000,20000,20000,20000
5434,20000,20000,20000,20000,20000,20000
5435,20000,20000,20000,20000,20000,20000
5436,20000,20000,20000,20000,20000,20000
5437,20000,20000,20000,20000,20000,20000
5438,20000,20000,20000,20000,20000,20000
5439,20000,20000,20000,20000,20000,20000
5440,20000,20000,20000,20000,20000,20000
5441,20000,20000,20000,20000,20000,20000
5442,20000,20000,20000,20000,20000,20000
5443,20000,20000,20000,20000,20000,20000
5444,20000,20000,20000,20000,20000,20000
5445,20000,20000,20000,20000,20000,20000
5446,20000,20000,20000,20000,20000,20000
5447,20000,20000,20000,20000,20000,20000
5448,20000,20000,20000,20000,20000,20000
5449,20000,20000,20000,20000,20000,20000
5450,20000,20000,20000,20000,20000,20000
5451,20000,20000,20000,20000,20000,20000
