measurement,valid,zero_ct,flip_poly_u,flip_msg_v,random_ct,boundary_coeff
1275,19000,19000,19000,19000,19000,19000
1276,19000,19000,19000,19000,19000,19000
1277,19000,19000,19000,19000,19000,19000
1278,19000,19000,19000,19000,19000,19000
1279,19000,19000,19000,19000,19000,19000
1280,19000,19000,19000,19000,19000,19000
1281,19000,19000,19000,19000,19000,19000
1282,19000,19000,19000,19000,19000,19000
1283,19000,19000,19000,19000,19000,19000
1284,19000,19000,19000,19000,19000,19000
1285,19000,19000,19000,19000,19000,19000
1286,19000,19000,19000,19000,19000,19000
1287,19000,19000,19000,19000,19000,19000
1288,19000,19000,19000,19000,19000,19000
1289,19000,19000,19000,19000,19000,19000
1290,19000,19000,19000,19000,19000,19000
1291,19000,19000,19000,19000,19000,19000
1292,19000,19000,19000,19000,19000,19000
1293,19000,19000,19000,19000,19000,19000
1294,19000,19000,19000,19000,19000,19000
1295,19000,19000,19000,19000,19000,19000
1296,19000,19000,19000,19000,19000,19000
1297,19000,19000,19000,19000,19000,19000
1298,19000,19000,19000,19000,19000,19000
1299,19000,19000,19000,19000,19000,19000
1300,19000,19000,19000,19000,19000,19000
1301,19000,19000,19000,19000,19000,19000
1302,19000,19000,19000,19000,19000,19000
1303,19000,19000,19000,19000,19000,19000
1304,19000,19000,19000,19000,19000,19000
1305,19000,19000,19000,19000,19000,19000
1306,19000,19000,19000,19000,19000,19000
1307,19000,19000,19000,19000,19000,19000
1308,19000,19000,19000,19000,19000,19000
1309,19000,19000,19000,19000,19000,19000
1310,19000,19000,19000,19000,19000,19000
1311,19000,19000,19000,19000,19000,19000
1312,19000,19000,19000,19000,19000,19000
1313,19000,19000,19000,19000,19000,19000
1314,19000,19000,19000,19000,19000,19000
1315,19000,19000,19000,19000,19000,19000
1316,19000,19000,19000,19000,19000,19000
1317,19000,19000,19000,19000,19000,19000
1318,19000,19000,19000,19000,19000,19000
1319,19000,19000,19000,19000,19000,19000
1320,19000,19000,19000,19000,19000,19000
1321,19000,19000,19000,19000,19000,19000
1322,19000,19000,19000,19000,19000,19000
1323,19000,19000,19000,19000,19000,19000
1324,19000,19000,19000,19000,19000,19000
1325,19000,19000,19000,19000,19000,19000
1326,19000,19000,19000,19000,19000,19000
1327,19000,19000,19000,19000,19000,19000
1328,19000,19000,19000,19000,19000,19000
1329,19000,19000,19000,19000,19000,19000
1330,19000,19000,19000,19000,19000,19000
1331,19000,19000,19000,19000,19000,19000
1332,19000,19000,19000,19000,19000,19000
1333,19000,19000,19000,19000,19000,19000
1334,19000,19000,19000,19000,19000,19000
1335,19000,19000,19000,19000,19000,19000
1336,19000,19000,19000,19000,19000,19000
1337,19000,19000,19000,19000,19000,19000
1338,19000,19000,19000,19000,19000,19000
1339,19000,19000,19000,19000,19000,19000
1340,19000,19000,19000,19000,19000,19000
1341,19000,19000,19000,19000,19000,19000
1342,19000,19000,19000,19000,19000,19000
1343,19000,19000,19000,19000,19000,19000
1344,19000,19000,19000,19000,19000,19000
1345,19000,19000,19000,19000,19000,19000
1346,19000,19000,19000,19000,19000,19000
1347,19000,19000,19000,19000,19000,19000
1348,19000,19000,19000,19000,19000,19000
1349,19000,19000,19000,19000,19000,19000
1350,19000,19000,19000,19000,19000,19000
1351,19000,19000,19000,19000,19000,19000
1352,19000,19000,19000,19000,19000,19000
1353,19000,19000,19000,19000,19000,19000
1354,19000,19000,19000,19000,19000,19000
1355,19000,19000,19000,19000,19000,19000
1356,19000,19000,19000,19000,19000,19000
1357,19000,19000,19000,19000,19000,19000
1358,19000,19000,19000,19000,19000,19000
1359,19000,19000,19000,19000,19000,19000
1360,19000,19000,19000,19000,19000,19000
1361,19000,19000,19000,19000,19000,19000
1362,19000,19000,19000,19000,19000,19000
1363,19000,19000,19000,19000,19000,19000
1364,19000,19000,19000,19000,19000,19000
1365,19000,19000,19000,19000,19000,19000
1366,19000,19000,19000,19000,19000,19000
1367,19000,19000,19000,19000,19000,19000
1368,19000,19000,19000,19000,19000,19000
1369,19000,19000,19000,19000,19000,19000
1370,19000,19000,19000,19000,19000,19000
1371,19000,19000,19000,19000,19000,19000
1372,19000,19000,19000,19000,19000,19000
1373,19000,19000,19000,19000,19000,19000
1374,19000,19000,19000,19000,19000,19000
1375,19000,19000,19000,19000,19000,19000
1376,19000,19000,19000,19000,19000,19000
1377,19000,19000,19000,19000,19000,19000
1378,19000,19000,19000,19000,19000,19000
1379,19000,19000,19000,19000,19000,19000
1380,19000,19000,19000,19000,19000,19000
1381,19000,19000,19000,19000,19000,19000
1382,19000,19000,19000,19000,19000,19000
1383,19000,19000,19000,19000,19000,19000
1384,19000,19000,19000,19000,19000,19000
1385,19000,19000,19000,19000,19000,19000
1386,19000,19000,19000,19000,19000,19000
1387,19000,19000,19000,19000,19000,19000
1388,19000,19000,19000,19000,19000,19000
1389,19000,19000,19000,19000,19000,19000
1390,19000,19000,19000,19000,19000,19000
1391,19000,19000,19000,19000,19000,19000
1392,19000,19000,19000,19000,19000,19000
1393,19000,19000,19000,19000,19000,19000
1394,19000,19000,19000,19000,19000,19000
1395,19000,19000,19000,19000,19000,19000
1396,19000,19000,19000,19000,19000,19000
1397,19000,19000,19000,19000,19000,19000
1398,19000,19000,19000,19000,19000,19000
1399,19000,19000,19000,19000,19000,19000
1400,19000,19000,19000,19000,19000,19000
1401,19000,19000,19000,19000,19000,19000
1402,19000,19000,19000,19000,19000,19000
1403,19000,19000,19000,19000,19000,19000
1404,19000,19000,19000,19000,19000,19000
1405,19000,19000,19000,19000,19000,19000
1406,19000,19000,19000,19000,19000,19000
1407,19000,19000,19000,19000,19000,19000
1408,19000,19000,19000,19000,19000,19000
1409,19000,19000,19000,19000,19000,19000
1410,19000,19000,19000,19000,19000,19000
1411,19000,19000,19000,19000,19000,19000
1412,19000,19000,19000,19000,19000,19000
1413,19000,19000,19000,19000,19000,19000
1414,19000,19000,19000,19000,19000,19000
1415,19000,19000,19000,19000,19000,19000
1416,19000,19000,19000,19000,19000,19000
1417,19000,19000,19000,19000,19000,19000
1418,19000,19000,19000,19000,19000,19000
1419,19000,19000,19000,19000,19000,19000
1420,19000,19000,19000,19000,19000,19000
1421,19000,19000,19000,19000,19000,19000
1422,19000,19000,19000,19000,19000,19000
1423,19000,19000,19000,19000,19000,19000
1424,19000,19000,19000,19000,19000,19000
1425,19000,19000,19000,19000,19000,19000
1426,19000,19000,19000,19000,19000,19000
1427,19000,19000,19000,19000,19000,19000
1428,19000,19000,19000,19000,19000,19000
1429,19000,19000,19000,19000,19000,19000
1430,19000,19000,19000,19000,19000,19000
1431,19000,19000,19000,19000,19000,19000
1432,19000,19000,19000,19000,19000,19000
1433,19000,19000,19000,19000,19000,19000
1434,19000,19000,19000,19000,19000,19000
1435,19000,19000,19000,19000,19000,19000
1436,19000,19000,19000,19000,19000,19000
1437,19000,19000,19000,19000,19000,19000
1438,19000,19000,19000,19000,19000,19000
1439,19000,19000,19000,19000,19000,19000
1440,19000,19000,19000,19000,19000,19000
1441,19000,19000,19000,19000,19000,19000
1442,19000,19000,19000,19000,19000,19000
1443,19000,19000,19000,19000,19000,19000
1444,19000,19000,19000,19000,19000,19000
1445,19000,19000,19000,19000,19000,19000
1446,19000,19000,19000,19000,19000,19000
1447,19000,19000,19000,19000,19000,19000
1448,19000,19000,19000,19000,19000,19000
1449,19000,19000,19000,19000,19000,19000
1450,19000,19000,19000,19000,19000,19000
1451,19000,19000,19000,19000,19000,19000
1452,19000,19000,19000,19000,19000,19000
1453,19000,19000,19000,19000,19000,19000
1454,19000,19000,19000,19000,19000,19000
1455,19000,19000,19000,19000,19000,19000
1456,19000,19000,19000,19000,19000,19000
1457,19000,19000,19000,19000,19000,19000
1458,19000,19000,19000,19000,19000,19000
1459,19000,19000,19000,19000,19000,19000
1460,19000,19000,19000,19000,19000,19000
1461,19000,19000,19000,19000,19000,19000
1462,19000,19000,19000,19000,19000,19000
1463,19000,19000,19000,19000,19000,19000
1464,19000,19000,19000,19000,19000,19000
1465,19000,19000,19000,19000,19000,19000
1466,19000,19000,19000,19000,19000,19000
1467,19000,19000,19000,19000,19000,19000
1468,19000,19000,19000,19000,19000,19000
1469,19000,19000,19000,19000,19000,19000
1470,19000,19000,19000,19000,19000,19000
1471,19000,19000,19000,19000,19000,19000
1472,19000,19000,19000,19000,19000,19000
1473,19000,19000,19000,19000,19000,19000
1474,19000,19000,19000,19000,19000,19000
1475,19000,19000,19000,19000,19000,19000
1476,19000,19000,19000,19000,19000,19000
1477,19000,19000,19000,19000,19000,19000
1478,19000,19000,19000,19000,19000,19000
1479,19000,19000,19000,19000,19000,19000
1480,19000,19000,19000,19000,19000,19000
1481,19000,19000,19000,19000,19000,19000
1482,19000,19000,19000,19000,19000,19000
1483,19000,19000,19000,19000,19000,19000
1484,19000,19000,19000,19000,19000,19000
1485,19000,19000,19000,19000,19000,19000
1486,19000,19000,19000,19000,19000,19000
1487,19000,19000,19000,19000,19000,19000
1488,19000,19000,19000,19000,19000,19000
1489,19000,19000,19000,19000,19000,19000
1490,19000,19000,19000,19000,19000,19000
1491,19000,19000,19000,19000,19000,19000
1492,19000,19000,19000,19000,19000,19000
1493,19000,19000,19000,19000,19000,19000
1494,19000,19000,19000,19000,19000,19000
1495,19000,19000,19000,19000,19000,19000
1496,19000,19000,19000,19000,19000,19000
1497,19000,19000,19000,19000,19000,19000
1498,19000,19000,19000,19000,19000,19000
1499,19000,19000,19000,19000,19000,19000
1500,19000,19000,19000,19000,19000,19000
1501,19000,19000,19000,19000,19000,19000
1502,19000,19000,19000,19000,19000,19000
1503,19000,19000,19000,19000,19000,19000
1504,19000,19000,19000,19000,19000,19000
1505,19000,19000,19000,19000,19000,19000
1506,19000,19000,19000,19000,19000,19000
1507,19000,19000,19000,19000,19000,19000
1508,19000,19000,19000,19000,19000,19000
1509,19000,19000,19000,19000,19000,19000
1510,19000,19000,19000,19000,19000,19000
1511,19000,19000,19000,19000,19000,19000
1512,19000,19000,19000,19000,19000,19000
1513,19000,19000,19000,19000,19000,19000
1514,19000,19000,19000,19000,19000,19000
1515,19000,19000,19000,19000,19000,19000
1516,19000,19000,19000,19000,19000,19000
1517,19000,19000,19000,19000,19000,19000
1518,19000,19000,19000,19000,19000,19000
1519,19000,19000,19000,19000,19000,19000
1520,19000,19000,19000,19000,19000,19000
1521,19000,19000,19000,19000,19000,19000
1522,19000,19000,19000,19000,19000,19000
1523,19000,19000,19000,19000,19000,19000
1524,19000,19000,19000,19000,19000,19000
1525,19000,19000,19000,19000,19000,19000
1526,19000,19000,19000,19000,19000,19000
1527,19000,19000,19000,19000,19000,19000
1528,19000,19000,19000,19000,19000,19000
1529,19000,19000,19000,19000,19000,19000
1530,19000,19000,19000,19000,19000,19000
1531,19000,19000,19000,19000,19000,19000
1532,19000,19000,19000,19000,19000,19000
1533,19000,19000,19000,19000,19000,19000
1534,19000,19000,19000,19000,19000,19000
1535,19000,19000,19000,19000,19000,19000
1536,19000,19000,19000,19000,19000,19000
1537,19000,19000,19000,19000,19000,19000
1538,19000,19000,19000,19000,19000,19000
1539,19000,19000,19000,19000,19000,19000
1540,19000,19000,19000,19000,19000,19000
1541,19000,19000,19000,19000,19000,19000
1542,19000,19000,19000,19000,19000,19000
1543,19000,19000,19000,19000,19000,19000
1544,19000,19000,19000,19000,19000,19000
1545,19000,19000,19000,19000,19000,19000
1546,19000,19000,19000,19000,19000,19000
1547,19000,19000,19000,19000,19000,19000
1548,19000,19000,19000,19000,19000,19000
1549,19000,19000,19000,19000,19000,19000
1550,19000,19000,19000,19000,19000,19000
1551,19000,19000,19000,19000,19000,19000
1552,19000,19000,19000,19000,19000,19000
1553,19000,19000,19000,19000,19000,19000
1554,19000,19000,19000,19000,19000,19000
1555,19000,19000,19000,19000,19000,19000
1556,19000,19000,19000,19000,19000,19000
1557,19000,19000,19000,19000,19000,19000
1558,19000,19000,19000,19000,19000,19000
1559,19000,19000,19000,19000,19000,19000
1560,19000,19000,19000,19000,19000,19000
1561,19000,19000,19000,19000,19000,19000
1562,19000,19000,19000,19000,19000,19000
1563,19000,19000,19000,19000,19000,19000
1564,19000,19000,19000,19000,19000,19000
1565,19000,19000,19000,19000,19000,19000
1566,19000,19000,19000,19000,19000,19000
1567,19000,19000,19000,19000,19000,19000
1568,19000,19000,19000,19000,19000,19000
1569,19000,19000,19000,19000,19000,19000
1570,19000,19000,19000,19000,19000,19000
1571,19000,19000,19000,19000,19000,19000
1572,19000,19000,19000,19000,19000,19000
1573,19000,19000,19000,19000,19000,19000
1574,19000,19000,19000,19000,19000,19000
1575,19000,19000,19000,19000,19000,19000
1576,19000,19000,19000,19000,19000,19000
1577,19000,19000,19000,19000,19000,19000
1578,19000,19000,19000,19000,19000,19000
1579,19000,19000,19000,19000,19000,19000
1580,19000,19000,19000,19000,19000,19000
1581,19000,19000,19000,19000,19000,19000
1582,19000,19000,19000,19000,19000,19000
1583,19000,19000,19000,19000,19000,19000
1584,19000,19000,19000,19000,19000,19000
1585,19000,19000,19000,19000,19000,19000
1586,19000,19000,19000,19000,19000,19000
1587,19000,19000,19000,19000,19000,19000
1588,19000,19000,19000,19000,19000,19000
1589,19000,19000,19000,19000,19000,19000
1590,19000,19000,19000,19000,19000,19000
1591,19000,19000,19000,19000,19000,19000
1592,19000,19000,19000,19000,19000,19000
1593,19000,19000,19000,19000,19000,19000
1594,19000,19000,19000,19000,19000,19000
1595,19000,19000,19000,19000,19000,19000
1596,19000,19000,19000,19000,19000,19000
1597,19000,19000,19000,19000,19000,19000
1598,19000,19000,19000,19000,19000,19000
1599,19000,19000,19000,19000,19000,19000
1600,19000,19000,19000,19000,19000,19000
1601,19000,19000,19000,19000,19000,19000
1602,19000,19000,19000,19000,19000,19000
1603,19000,19000,19000,19000,19000,19000
1604,19000,19000,19000,19000,19000,19000
1605,19000,19000,19000,19000,19000,19000
1606,19000,19000,19000,19000,19000,19000
1607,19000,19000,19000,19000,19000,19000
1608,19000,19000,19000,19000,19000,19000
1609,19000,19000,19000,19000,19000,19000
1610,19000,19000,19000,19000,19000,19000
1611,19000,19000,19000,19000,19000,19000
1612,19000,19000,19000,19000,19000,19000
1613,19000,19000,19000,19000,19000,19000
1614,19000,19000,19000,19000,19000,19000
1615,19000,19000,19000,19000,19000,19000
1616,19000,19000,19000,19000,19000,19000
1617,19000,19000,19000,19000,19000,19000
1618,19000,19000,19000,19000,19000,19000
1619,19000,19000,19000,19000,19000,19000
1620,19000,19000,19000,19000,19000,19000
1621,19000,19000,19000,19000,19000,19000
1622,19000,19000,19000,19000,19000,19000
1623,19000,19000,19000,19000,19000,19000
1624,19000,19000,19000,19000,19000,19000
1625,19000,19000,19000,19000,19000,19000
1626,19000,19000,19000,19000,19000,19000
1627,19000,19000,19000,19000,19000,19000
1628,19000,19000,19000,19000,19000,19000
1629,19000,19000,19000,19000,19000,19000
1630,19000,19000,19000,19000,19000,19000
1631,19000,19000,19000,19000,19000,19000
1632,19000,19000,19000,19000,19000,19000
1633,19000,19000,19000,19000,19000,19000
1634,19000,19000,19000,19000,19000,19000
1635,19000,19000,19000,19000,19000,19000
1636,19000,19000,19000,19000,19000,19000
1637,19000,19000,19000,19000,19000,19000
1638,19000,19000,19000,19000,19000,19000
1639,19000,19000,19000,19000,19000,19000
1640,19000,19000,19000,19000,19000,19000
1641,19000,19000,19000,19000,19000,19000
1642,19000,19000,19000,19000,19000,19000
1643,19000,19000,19000,19000,19000,19000
1644,19000,19000,19000,19000,19000,19000
1645,19000,19000,19000,19000,19000,19000
1646,19000,19000,19000,19000,19000,19000
1647,19000,19000,19000,19000,19000,19000
1648,19000,19000,19000,19000,19000,19000
1649,19000,19000,19000,19000,19000,19000
1650,19000,19000,19000,19000,19000,19000
1651,19000,19000,19000,19000,19000,19000
1652,19000,19000,19000,19000,19000,19000
1653,19000,19000,19000,19000,19000,19000
1654,19000,19000,19000,19000,19000,19000
1655,19000,19000,19000,19000,19000,19000
1656,19000,19000,19000,19000,19000,19000
1657,19000,19000,19000,19000,19000,19000
1658,19000,19000,19000,19000,19000,19000
1659,19000,19000,19000,19000,19000,19000
1660,19000,19000,19000,19000,19000,19000
1661,19000,19000,19000,19000,19000,19000
1662,19000,19000,19000,19000,19000,19000
1663,19000,19000,19000,19000,19000,19000
1664,19000,19000,19000,19000,19000,19000
1665,19000,19000,19000,19000,19000,19000
1666,19000,19000,19000,19000,19000,19000
1667,19000,19000,19000,19000,19000,19000
1668,19000,19000,19000,19000,19000,19000
1669,19000,19000,19000,19000,19000,19000
1670,19000,19000,19000,19000,19000,19000
1671,19000,19000,19000,19000,19000,19000
1672,19000,19000,19000,19000,19000,19000
1673,19000,19000,19000,19000,19000,19000
1674,19000,19000,19000,19000,19000,19000
1675,19000,19000,19000,19000,19000,19000
1676,19000,19000,19000,19000,19000,19000
1677,19000,19000,19000,19000,19000,19000
1678,19000,19000,19000,19000,19000,19000
1679,19000,19000,19000,19000,19000,19000
1680,19000,19000,19000,19000,19000,19000
1681,19000,19000,19000,19000,19000,19000
1682,19000,19000,19000,19000,19000,19000
1683,19000,19000,19000,19000,19000,19000
1684,19000,19000,19000,19000,19000,19000
1685,19000,19000,19000,19000,19000,19000
1686,19000,19000,19000,19000,19000,19000
1687,19000,19000,19000,19000,19000,19000
1688,19000,19000,19000,19000,19000,19000
1689,19000,19000,19000,19000,19000,19000
1690,19000,19000,19000,19000,19000,19000
1691,19000,19000,19000,19000,19000,19000
1692,19000,19000,19000,19000,19000,19000
1693,19000,19000,19000,19000,19000,19000
1694,19000,19000,19000,19000,19000,19000
1695,19000,19000,19000,19000,19000,19000
1696,19000,19000,19000,19000,19000,19000
1697,19000,19000,19000,19000,19000,19000
1698,19000,19000,19000,19000,19000,19000
1699,19000,19000,19000,19000,19000,19000
1700,19000,19000,19000,19000,19000,19000
1701,19000,19000,19000,19000,19000,19000
1702,19000,19000,19000,19000,19000,19000
1703,19000,19000,19000,19000,19000,19000
1704,19000,19000,19000,19000,19000,19000
1705,19000,19000,19000,19000,19000,19000
1706,19000,19000,19000,19000,19000,19000
1707,19000,19000,19000,19000,19000,19000
1708,19000,19000,19000,19000,19000,19000
1709,19000,19000,19000,19000,19000,19000
1710,19000,19000,19000,19000,19000,19000
1711,19000,19000,19000,19000,19000,19000
1712,19000,19000,19000,19000,19000,19000
1713,19000,19000,19000,19000,19000,19000
1714,19000,19000,19000,19000,19000,19000
1715,19000,19000,19000,19000,19000,19000
1716,19000,19000,19000,19000,19000,19000
1717,19000,19000,19000,19000,19000,19000
1718,19000,19000,19000,19000,19000,19000
1719,19000,19000,19000,19000,19000,19000
1720,19000,19000,19000,19000,19000,19000
1721,19000,19000,19000,19000,19000,19000
1722,19000,19000,19000,19000,19000,19000
1723,19000,19000,19000,19000,19000,19000
1724,19000,19000,19000,19000,19000,19000
1725,19000,19000,19000,19000,19000,19000
1726,19000,19000,19000,19000,19000,19000
1727,19000,19000,19000,19000,19000,19000
1728,19000,19000,19000,19000,19000,19000
1729,19000,19000,19000,19000,19000,19000
1730,19000,19000,19000,19000,19000,19000
1731,19000,19000,19000,19000,19000,19000
1732,19000,19000,19000,19000,19000,19000
1733,19000,19000,19000,19000,19000,19000
1734,19000,19000,19000,19000,19000,19000
1735,19000,19000,19000,19000,19000,19000
1736,19000,19000,19000,19000,19000,19000
1737,19000,19000,19000,19000,19000,19000
1738,19000,19000,19000,19000,19000,19000
1739,19000,19000,19000,19000,19000,19000
1740,19000,19000,19000,19000,19000,19000
1741,19000,19000,19000,19000,19000,19000
1742,19000,19000,19000,19000,19000,19000
1743,19000,19000,19000,19000,19000,19000
1744,19000,19000,19000,19000,19000,19000
1745,19000,19000,19000,19000,19000,19000
1746,19000,19000,19000,19000,19000,19000
1747,19000,19000,19000,19000,19000,19000
1748,19000,19000,19000,19000,19000,19000
1749,19000,19000,19000,19000,19000,19000
1750,19000,19000,19000,19000,19000,19000
1751,19000,19000,19000,19000,19000,19000
1752,19000,19000,19000,19000,19000,19000
1753,19000,19000,19000,19000,19000,19000
1754,19000,19000,19000,19000,19000,19000
1755,19000,19000,19000,19000,19000,19000
1756,19000,19000,19000,19000,19000,19000
1757,19000,19000,19000,19000,19000,19000
1758,19000,19000,19000,19000,19000,19000
1759,19000,19000,19000,19000,19000,19000
1760,19000,19000,19000,19000,19000,19000
1761,19000,19000,19000,19000,19000,19000
1762,19000,19000,19000,19000,19000,19000
1763,19000,19000,19000,19000,19000,19000
1764,19000,19000,19000,19000,19000,19000
1765,19000,19000,19000,19000,19000,19000
1766,19000,19000,19000,19000,19000,19000
1767,19000,19000,19000,19000,19000,19000
1768,19000,19000,19000,19000,19000,19000
1769,19000,19000,19000,19000,19000,19000
1770,19000,19000,19000,19000,19000,19000
1771,19000,19000,19000,19000,19000,19000
1772,19000,19000,19000,19000,19000,19000
1773,19000,19000,19000,19000,19000,19000
1774,19000,19000,19000,19000,19000,19000
1775,19000,19000,19000,19000,19000,19000
1776,19000,19000,19000,19000,19000,19000
1777,19000,19000,19000,19000,19000,19000
1778,19000,19000,19000,19000,19000,19000
1779,19000,19000,19000,19000,19000,19000
1780,19000,19000,19000,19000,19000,19000
1781,19000,19000,19000,19000,19000,19000
1782,19000,19000,19000,19000,19000,19000
1783,19000,19000,19000,19000,19000,19000
1784,19000,19000,19000,19000,19000,19000
1785,19000,19000,19000,19000,19000,19000
1786,19000,19000,19000,19000,19000,19000
1787,19000,19000,19000,19000,19000,19000
1788,19000,19000,19000,19000,19000,19000
1789,19000,19000,19000,19000,19000,19000
1790,19000,19000,19000,19000,19000,19000
1791,19000,19000,19000,19000,19000,19000
1792,19000,19000,19000,19000,19000,19000
1793,19000,19000,19000,19000,19000,19000
1794,19000,19000,19000,19000,19000,19000
1795,19000,19000,19000,19000,19000,19000
1796,19000,19000,19000,19000,19000,19000
1797,19000,19000,19000,19000,19000,19000
1798,19000,19000,19000,19000,19000,19000
1799,19000,19000,19000,19000,19000,19000
1800,19000,19000,19000,19000,19000,19000
1801,19000,19000,19000,19000,19000,19000
1802,19000,19000,19000,19000,19000,19000
1803,19000,19000,19000,19000,19000,19000
1804,19000,19000,19000,19000,19000,19000
1805,19000,19000,19000,19000,19000,19000
1806,19000,19000,19000,19000,19000,19000
1807,19000,19000,19000,19000,19000,19000
1808,19000,19000,19000,19000,19000,19000
1809,19000,19000,19000,19000,19000,19000
1810,19000,19000,19000,19000,19000,19000
1811,19000,19000,19000,19000,19000,19000
1812,19000,19000,19000,19000,19000,19000
1813,19000,19000,19000,19000,19000,19000
1814,19000,19000,19000,19000,19000,19000
1815,19000,19000,19000,19000,19000,19000
1816,19000,19000,19000,19000,19000,19000
1817,19000,19000,19000,19000,19000,19000
1818,19000,19000,19000,19000,19000,19000
1819,19000,19000,19000,19000,19000,19000
1820,19000,19000,19000,19000,19000,19000
1821,19000,19000,19000,19000,19000,19000
1822,19000,19000,19000,19000,19000,19000
1823,19000,19000,19000,19000,19000,19000
1824,19000,19000,19000,19000,19000,19000
1825,19000,19000,19000,19000,19000,19000
1826,19000,19000,19000,19000,19000,19000
1827,19000,19000,19000,19000,19000,19000
1828,19000,19000,19000,19000,19000,19000
1829,19000,19000,19000,19000,19000,19000
1830,19000,19000,19000,19000,19000,19000
1831,19000,19000,19000,19000,19000,19000
1832,19000,19000,19000,19000,19000,19000
1833,19000,19000,19000,19000,19000,19000
1834,19000,19000,19000,19000,19000,19000
1835,19000,19000,19000,19000,19000,19000
1836,19000,19000,19000,19000,19000,19000
1837,19000,19000,19000,19000,19000,19000
1838,19000,19000,19000,19000,19000,19000
1839,19000,19000,19000,19000,19000,19000
1840,19000,19000,19000,19000,19000,19000
1841,19000,19000,19000,19000,19000,19000
1842,19000,19000,19000,19000,19000,19000
1843,19000,19000,19000,19000,19000,19000
1844,19000,19000,19000,19000,19000,19000
1845,19000,19000,19000,19000,19000,19000
1846,19000,19000,19000,19000,19000,19000
1847,19000,19000,19000,19000,19000,19000
1848,19000,19000,19000,19000,19000,19000
1849,19000,19000,19000,19000,19000,19000
1850,19000,19000,19000,19000,19000,19000
1851,19000,19000,19000,19000,19000,19000
1852,19000,19000,19000,19000,19000,19000
1853,19000,19000,19000,19000,19000,19000
1854,19000,19000,19000,19000,19000,19000
1855,19000,19000,19000,19000,19000,19000
1856,19000,19000,19000,19000,19000,19000
1857,19000,19000,19000,19000,19000,19000
1858,19000,19000,19000,19000,19000,19000
1859,19000,19000,19000,19000,19000,19000
1860,19000,19000,19000,19000,19000,19000
1861,19000,19000,19000,19000,19000,19000
1862,19000,19000,19000,19000,19000,19000
1863,19000,19000,19000,19000,19000,19000
1864,19000,19000,19000,19000,19000,19000
1865,19000,19000,19000,19000,19000,19000
1866,19000,19000,19000,19000,19000,19000
1867,19000,19000,19000,19000,19000,19000
1868,19000,19000,19000,19000,19000,19000
1869,19000,19000,19000,19000,19000,19000
1870,19000,19000,19000,19000,19000,19000
1871,19000,19000,19000,19000,19000,19000
1872,19000,19000,19000,19000,19000,19000
1873,19000,19000,19000,19000,19000,19000
1874,19000,19000,19000,19000,19000,19000
1875,19000,19000,19000,19000,19000,19000
1876,19000,19000,19000,19000,19000,19000
1877,19000,19000,19000,19000,19000,19000
1878,19000,19000,19000,19000,19000,19000
1879,19000,19000,19000,19000,19000,19000
1880,19000,19000,19000,19000,19000,19000
1881,19000,19000,19000,19000,19000,19000
1882,19000,19000,19000,19000,19000,19000
1883,19000,19000,19000,19000,19000,19000
1884,19000,19000,19000,19000,19000,19000
1885,19000,19000,19000,19000,19000,19000
1886,19000,19000,19000,19000,19000,19000
1887,19000,19000,19000,19000,19000,19000
1888,19000,19000,19000,19000,19000,19000
1889,19000,19000,19000,19000,19000,19000
1890,19000,19000,19000,19000,19000,19000
1891,19000,19000,19000,19000,19000,19000
1892,19000,19000,19000,19000,19000,19000
1893,19000,19000,19000,19000,19000,19000
1894,19000,19000,19000,19000,19000,19000
1895,19000,19000,19000,19000,19000,19000
1896,19000,19000,19000,19000,19000,19000
1897,19000,19000,19000,19000,19000,19000
1898,19000,19000,19000,19000,19000,19000
1899,19000,19000,19000,19000,19000,19000
1900,19000,19000,19000,19000,19000,19000
1901,19000,19000,19000,19000,19000,19000
1902,19000,19000,19000,19000,19000,19000
1903,19000,19000,19000,19000,19000,19000
1904,19000,19000,19000,19000,19000,19000
1905,19000,19000,19000,19000,19000,19000
1906,19000,19000,19000,19000,19000,19000
1907,19000,19000,19000,19000,19000,19000
1908,19000,19000,19000,19000,19000,19000
1909,19000,19000,19000,19000,19000,19000
1910,19000,19000,19000,19000,19000,19000
1911,19000,19000,19000,19000,19000,19000
1912,19000,19000,19000,19000,19000,19000
1913,19000,19000,19000,19000,19000,19000
1914,19000,19000,19000,19000,19000,19000
1915,19000,19000,19000,19000,19000,19000
1916,19000,19000,19000,19000,19000,19000
1917,19000,19000,19000,19000,19000,19000
1918,19000,19000,19000,19000,19000,19000
1919,19000,19000,19000,19000,19000,19000
1920,19000,19000,19000,19000,19000,19000
1921,19000,19000,19000,19000,19000,19000
1922,19000,19000,19000,19000,19000,19000
1923,19000,19000,19000,19000,19000,19000
1924,19000,19000,19000,19000,19000,19000
1925,19000,19000,19000,19000,19000,19000
1926,19000,19000,19000,19000,19000,19000
1927,19000,19000,19000,19000,19000,19000
1928,19000,19000,19000,19000,19000,19000
1929,19000,19000,19000,19000,19000,19000
1930,19000,19000,19000,19000,19000,19000
1931,19000,19000,19000,19000,19000,19000
1932,19000,19000,19000,19000,19000,19000
1933,19000,19000,19000,19000,19000,19000
1934,19000,19000,19000,19000,19000,19000
1935,19000,19000,19000,19000,19000,19000
1936,19000,19000,19000,19000,19000,19000
1937,19000,19000,19000,19000,19000,19000
1938,19000,19000,19000,19000,19000,19000
